,emotion_id,emotion,emotion_en,talkbacks
4389,3,"חשש, פחד",fear," אנשים עדיין מאמינים שמסיכה רגילה יכולה להגן עליהם, אבסורד. . כל מי שליווה חולי סרטן יודע שאין, אין, אין חדרי בידוד בבתי החולים. היידה ביבי הרס את מערכת הבריאות."
4391,3,"חשש, פחד",fear," הבעיה באוטובוסים היא שבחלקם לא ניתן לפתוח חלונות . מדוע משרד הבריאות איננו נותן צו סגירה ואיטום לחנות הפיראט האדום באור יהודה, המהווה מוקד להדבקה וסכנה בריאותית לכל הסביבה???"
4393,6,"סלידה, אי אמון",disgust,תבטלו כבר את חובת המסיכה באוויר הפתוח !!!!!יא דבילים <br/>ממי אפשר להידבק באוויר הפתוח ?? <br/>במקום סגור תחייבו <br/>נמאס כבר מכל החוקים המטומטמים שמנסים לכפות עלינו <br/>אין מישהו שחושב שם ???
4395,3,"חשש, פחד",fear," הגל השני יהיה כואב מאוד . יגידו, ניסינו לעזור, להיות קשובים. פתחנו...לא הלך.רק דבר אחד- בגל השני אין כבר סיוע מהמדינה.עשיתם חיים...תשלמו.כל אחד ואחת והאחריות האישית כלפי עצמו ומשפחתו.50% ללא מסכות. אין אכיפה, אפילו לא בסופרים.אין מסכות, אין אכיפה, אין קורונה. הבנתם???"
4397,6,"סלידה, אי אמון",disgust,"היה אפשר בהחלט להסתובב בים ובקניון אם אנשים היו מקפיידם על בכללים

אם לא יקפידו לא יעזור לשבת גם שנה עם הילד בית

ברגע שיצאו הכל יחזור"
4398,0,"ציפייה, הבעת עניין",expectation, באמת יפה שמשרד התחבורה מוציא הוראות בענין בריאות . נמצאים כל היום עם אלפי נוסעים ברכבות מספיק שפקח אחד יחלה חלילהוהוא בהמשך בה במגע עם אלפי נוסעים.
4399,6,"סלידה, אי אמון",disgust," האכיפה צריכה להעשות במימון המדינה . חייבת להיות אכיפה באוטובוסים! אני נוסעת ברחבי תל אביב ולעיתים יותר ממחצית מהנוסעים ללא מסכה/ מסכה שלא מכסה את האף והפה. יש לבצע אכיפה באמצעות פקחים- לשים את האחריות על הנהג זה פשוט כסתח- הנהג צריל להתרכז בנסיעה, יש כלכל הרבה מובטלים בחוץ- שהמדינה תגייס אותם ותשלם להם,  ותשמור על האזרחים מפני הדבקות!"
4401,6,"סלידה, אי אמון",disgust,"אצל 2 מיליון חרדים בפועל לא היה כמעט סגר, ומה קרה? אצל החרדים, בשורה התחתונה, כמעט ולא היה סגר. מאוחר מדי, ועם הצפיפות שם לא ממש אפקטיבי. ומה קרה? הדבקה המונית, נכון אבל היכן עשרות אלפי המתים שהשליט הבטיח שיהיו אם לא נמלא אחר ההוראות. הם לא מילאו את ההוראות ושום דבר לא קרה. 164 נפטרים שרובם מעל גיל תוחלת החיים הממוצעת במשך חודשיים זו לא מגפה. בכלל אין עליה במספר המתים ממחלות וזקנה. 113 מונשמים זו לא מגפה. הסגר היה מיותר מהיום הראשון. בנט צדק. אם היו עורכים בדיקות מהיום הראשון כמו שצריך הנזק הנורא והרס המשק היו נחסכים."
4402,5,"עצב, צער",sadness,"המדינה השמידה את הכלכלה - ואז פתחה את הים ומועדוניםוואלה יופי... אז בשביל מה?
אז מהתחלה לא היה צריך סגר והיינו היום באותו המצב, מינוס משבר כלכלי...
או סגר כמו שצריך פחות רציני אבל יותר ממושך, כמעט השמדנו את הווירוס עם 20 נדבקים ביום, שזה בעקרון עוד כמה שבועות ולא היו בכלל חולים...
זה מה שיש כשהניהול כושל..."
4405,6,"סלידה, אי אמון",disgust,"שיהיה ברור- אין דרך להתגבר על מגיפות!כל המדיניות שננקטה בישראל הוכחה כשגויה מן היסוד- סגרים והגבלות אינם פותרים דבר מן היסוד, מכיוון שכליאת הדגירה וההדברה אינה מביאה לחיסול הנגיף או לצמצום התפשטותו.
כמו כן, ראו לדוגמא את אנשח הרפואה הממוגנים- גם הם נדבקים! המיגון אינו עוזר באופן מלא ולכן המסקנה צריכה להיות ברורה-
אין דרך לנצח את הנגיף! רק כשיהיה חיסון יעיל המגיפה תודבר!
ועד אז, צריך לחיות לצד המגיפה! אמצעי זהירות כן, מגבלות לא, מכיוון שאין בהן שום תועלת!
ראו את התהליכים שעברנו מאז פברואר והמסקנה ברורה- כל המדיניות של סגרים והגבלות נכשלה ואין בה שום תועלת!
להציל את הכלכלה והחברה זה מה שצריך ולכן צריך לשחרר את המשק! 
ראו זאת כעובדה.
"
4406,6,"סלידה, אי אמון",disgust,"  מה עם ביקור בבתי חולים. שהחולים מתגעגעים למשפחתם . יגלו שמשרד הבריאות בדרום אסר ביקורים, למרות שנוהל פרופ' גמזו אישר כבר משבוע שעבר. שיבררו  מי הביא הקורונה למשען ומי שכח להודיע שיש חולה בבנין."
4407,6,"סלידה, אי אמון",disgust," להתיר ספורט יחידני זו חובה לבריאות הגוף והנפש. . בדנמרק חזרו הלימודים
בגרמניה בחלק מהמקומות חזרו ללמוד
בשבדיה לומדים
המדינות אסיה חזרו ללמוד (כולל סען מלבד בוואהן מקום התפרצות המחלה שם חוזרים ללמןד ב 7.5) בארץ אצלנו המצב מעולה מעט מונשמים מספר הנדבקים גבוה הרבה יותר רק אין בדיקות והרב מחלימים בקלות - מספיק עם ההפחדה וההריסה של הכלכלה והפרנסה של אנשים "
4408,6,"סלידה, אי אמון",disgust,האנשים מזלזלים  בהנחיות בערב רוב האנשים ברחוב בלי מסיכות אחר כך אותם אנשיםמתלוננים על ההנחיות וסגר וכו  ושיש מצב כלכלי קשה שזה שיא הצביעות מצדם 
4409,3,"חשש, פחד",fear," משקרים לנו!! מרדימים אנשים בכוונה . בגלל מספר קטן מידי של בדיקות ועיכובים במתן התשובות נוצר רושם מוטעה שהמגפה שככה ואולי נעלמה ובגלל שלא שמרו על כללי ההגנה המגפה המשיכה להתפשט. היום, כאשר ברור שכל נשא של הוירוס עלול לחלות ובוודאי להדביק אחרים, חייבים לשמור את כללי ההגנה ולאפשר קטיעת שרשראות ההדבקה. "
4412,3,"חשש, פחד",fear," רכבת למחנה השמדה . כשהנהלת הרכבת מתנערת מאחריותה להפעלה בטוחה של הרכבת, עוד לא הגיעה השעה להפעילה. הרכבת צריכה לנסוע ברבע קיבלת ולוודא עטיית מסכות. כדי למנוע התקהלות עליה להעלות את תדירות הרכבות על כל קו מופעל. זאת אומרת שבהעדר מספיק קרונות וקטרים אין אפשרות להפעיל את כל הקווים ויש לבחור. "
4414,6,"סלידה, אי אמון",disgust," העיקר שמשרד הבריאות טוען בתוקף שאין צורך בבדיקות . אילו לא בדקו, הששה האלו היו מדביקים את כל היתר.

במשרד הבריאות יש כניראה הרבה שלא הצליחו בקריירה בקופות החולים."
4415,6,"סלידה, אי אמון",disgust," ממשלה של חובבנים,,, מדינת עולם שלישי . איך ייתכן שאנשים שמגיעים מהמזרח לא עוברים בדיקה?הרי משרד הבריאות הכניס את כווולם להיסטריה וגם נתן הנחיות,אם נוסעים הגיעו מתאילנד בלי מסכה ובלי להבדק ואחר כך נסעו בתחבורה ציבורית אז איך בדיוק הם אמורים להיות בבידוד???בזמן הנסיעה אם חלילה אחד מהם חלה הוא הדביק עוד,היו צריכים להכין מקום בשדה התעופה שבו ישהו החוזרים מחו""ל בבידוד למען הסר ספק"
4416,0,"ציפייה, הבעת עניין",expectation," למה לסגור. לעשות הסבות למחלקות החסרות . כדי שיוכל להימלט שוב ממשפטו.כדי שלציבור יהיה אמון בו, הוא צריך להצהיר שבכל מקרה משפטו ייפתח ב 24 למאי כפי שנקבע."
4417,3,"חשש, פחד",fear, הקורונה לא נעלמה . ביום ראשון חוזרים ללמוד בכיתות צפופות ממש לא כמו בתמונות שצרפתם.  התלמידים ממש דבוקים זה לזה בשיעור ובהפסקות...אין אפשרות לדרג הפסקות באופן אפקטיבי  בבתי ספר גדולים עלולות להיות חלילה  הדבקות המוניות... מה הפזיזות???
4419,6,"סלידה, אי אמון",disgust," דוקא את הרקל האטומה שאין בה חלונות . לא מבינה למה לא משאירים את התחבורה הבנעירונית,  מה יעשו אותם אנשים  ,סטודנטים או אנשים שבנתיים גרים בעיר אחרת בגלל עבודה או לימודים ואין להם רכב, ורוצים לחזור לעירם ?!!היה עדיף שהיו משאירים כמו שזה היה.  גם ככה  באוטובוסים בערים יש יותר צפיפות עכשיו בגלל שאין זמינות לתחבורה הציבורית ..אין לי בעיה שיעשו הגבלות אבל שיחשבו מה זה נותן לבטל את התחבורה הציבורית "
4421,6,"סלידה, אי אמון",disgust, צה״ל בחוסר אונים מוחלט . אותם חיילים שחייבים לחזור ובדרך כלל ממלאים את הרכבות באלפים איך הם יחזרו אם יש איסור על יותר מ10 אנשים מתקהלים?? האם מישהו מ״חכמי״ ההנהגה שלנו נתן את הדעת על זה???
4422,0,"ציפייה, הבעת עניין",expectation," שר הבריאות האיטלקי רוצה שגם מדינות שכנות לו ידבקו לא אכפת לו . מישהו יכול להסביר לי הסבר הגיוני ולא פוליטי.
מדוע עד עכשיו לא יצאה הנחייה לבידוד לאחר ביקור באיטליה שיש שם כמות נדבקים יותר גדולה מתאילנד פי כמה וכמה? למה אני צריך להגי לעבודה שאני יודע שהיום חוזר מישהו מאיטליה ולא קיבל שום הנחייה להיות בבידוד."
4425,3,"חשש, פחד",fear," מדינת חלם. . לעולם יעשה שם סגר. כולנו לא נעבוד, נתמוטט כלכלית, ניחנק בבתים ובבני ברק עולם כמנהגו נוהג והמשבר יימשך"
4428,3,"חשש, פחד",fear," אני רופא בכיר בבית חולים אחר ומתחנן למסיכות N95 . משפחות מבקרים בוזזות את בית החולים , אז הפתרון של ההנהלה להוציא אפילו ספטול מחדרי החולים. הרופאים? שיסתדרו. 
מסיכות ? נועלים בכספת. צריך להסביר ולקבל אישור מיוחד. על מסיכת n95 בכלל אין מה לדבר , כי בארץ החליטו שמסיכה רגילה מספיקה. 

אבטחת בית חולים לא קיימת. לא מונעים הגעה של עשרות מבקרים. ציוד לא קיים  
וראשי המערכת מרגיעים כל יום בערב בחדשות שיש הכל. "
4431,7,"זעם, כעס",anger," שתחזיר בבקשה גם את הרכבת לפני ה01.06 . ההזנחה בפריפריה חוגגת, בזמן שהחזירו קווים עירוניים לפעול בסופי שבוע אנשים שגרים מחוץ לעיר ואין ברשותם רכב צמוד נאלצים לוותר על ימי עבודה בשישי ושבת בגלל שאין אוטובוסים.בימי שישי אנשים לא עובדים??? מדהים איך אפשר לצופף 50 אנשים על אוטובוס אך לא ניתן לאפשר נסיעות מרווחות בסופי השבוע ."
4432,5,"עצב, צער",sadness, הלך עליהם . אף אחד לא אוכף את ההנחיות בפריפריה ומרכזים מאמצים במרכז ובערים אם זה יימשך ככה המשבר רחוק מלהסתיים!!
4434,6,"סלידה, אי אמון",disgust," שוטרים בעצמם לא מקיימים את ההנחיות.  . 29 מונשמים? בשביל מה הכינו אלפי מכונות הנשמה? אם המגפה בפתח, למה פירקו את מחלקות הקורונה? כמה מתים בחודש האחרון, מאז סיום הסגר, מקורונה, לא ממחלות רקע? בודדים. בשביל זה סוגרים מדינה, מפעילים מעקב של השבכ?"
4436,6,"סלידה, אי אמון",disgust," שונאת שונאת את סימנטוב . כל העולם נדבק מסיני אחד , כל המדינה נדבקה מ 400 חולים שהגיעו מחול ו200 מתו, נכנסו להסגר בגלל 50 חולים , כיום יש אלפי חולים לא יידועים בארץ ץ, פתיחת ההסגר זה אסון , כמה כסף אמא או אבא שלכם שווה ?"
4438,6,"סלידה, אי אמון",disgust," הכל בגלל הסינים תכננו הכל מראש . מחדל הבדיקות, משהו שם מאוד לא הגיוני. איך מספרים לנו שהצוותים הרפואיים קורסים בעבודה ומצד שני אלפי אנשי רפואה בבידוד במקום פשוט לבצע בדיקות ולהחזירם לעבודה.איך מדינת ישראל מפקירה אלפי קשישים הכלואים בבתי אבות נגועים ולא בודקת ומבודדת את הנגועים מהבריאים?האם זה קשור למאבק של משרד הבריאות בשליטה בניהול המשבר? מישהו מנסה לכסות על מחדלים?"
4440,4,"הפתעה, תדהמה",surprise," תיקשורת די לשדר פאניקה מיותרת, חיים עם קורונה והכל טוב . מדוע לא סוגרים את בתי הספר ועוברים במיידי ללמידה מרחוק??? מחכים לאסון???"
4442,6,"סלידה, אי אמון",disgust, התפרצות אבל דברים שלא אמרו לנו . כמה חודשים היה לכם אפשרות להתכונן.מדוע לא דאגתם שצהל יהיה מעורב עם תחילת ההתפרצות השניה?מדוע אינכם מעמדים חיילים בכניסה לבתי אבות למנוע התפרצות?מדוע הבודקים שאתם מעמידים בשוק עוטים מסכה על הסנטר? מדוע אין בקרה? במקום למנוע הפצה אתם גורמים להפצה. אם הבודק חולה קורונה כל מי שהוא בדק עלול לחלות גם.מדוע המאבטחים של הרכבת עוטים מסיכה על הסנטר ? היכן הדוגמא אישית של ראשי המדינה? הממשלה הכי מנופחת ומיותרת שיש!
4444,6,"סלידה, אי אמון",disgust, כשאמרו שילדים לא צריכים מסיכה.. . כשאמרו שילדים לא צריכים מסיכה  כי הם נמוכים -->פחחחחחחחחחחחחחח  מדינה בלי ניהול וראש עקום
4446,5,"עצב, צער",sadness,"פאניקה מיותרת. הנהגה חרדתית.הרסו את המשק, הרסו חיים של אנשים, בשביל נגיף שגרם למותם של 200,000 איש בעולם של 8 מיליארד. יש מחלות הרבה הרבה יותר קטלניות ומדבקות ואף אחד לא חשב להילחם בהן ככה."
4448,3,"חשש, פחד",fear," בבית אבות בבני ברק נערכות בדיקות קורונה? . מדוע בבני ברק כל הדיירים מייד נבדקו בעוד בבאר שבע התחננו להיבדק אחרי מקרי מוות מוכחים מהנגיף??מה זה משנה אם עובדי המקום הוכחו כחולים או דיירי המקום? במחלה כה מדבקת יש להניח את גרוע מכל ולהגן על כל הקשישים, בלי איפה ואיפה.פשוט עצוב.... "
4451,6,"סלידה, אי אמון",disgust," תודה על הכל . פרופ' סדצקי היקרה,לא לנסוע באוטובוס?? איך אני אגיע לעבודה??אני בת 60 וחייבת לעבוד,  אין מי שיפרנס אותי, אין לי רכב, אין רכבת קלה באזור שלנו, אז מה הפתרון לנסוע כל יום במונית?? אם את או מישהו ממשרדכם יממן ,אין בעיה!אני עוטה מסיכה,המלחמה באוטובוס היא מלחמה אבודה, רוב הנוסעים לא עושים זאת ,כל אחד מהסיבה האישית שלו:לא מתאים לי, חם לי, מגרד לי, לא מאמין/נה במסיכה, הרב מתיר לנו ללכת בלי, והנהג אומר שאסור לא להתערב, לא ראיתי מבקר או פקח 1 לרפואה שעולה אי פעם לאוטובוס ונותן דו""חאז בבקשה ליהות ריאלים............"
4452,6,"סלידה, אי אמון",disgust,"החרדים אחראיים לתחלואה גבוהה! לסגור אותם ומהרשמים פס על ההנחיות כל פעם.
בסוף הם ממלאים את בתי החולים ומדביקים אנשים שכן שמרו על ההנחיות!
אחד שנדבק אחרי שהפר את ההנחיה לקנוס אותו ולתבוע אותו כספית אחרי הטיפול.
המשק ייסגר בגלל אוכלי החינם האלה."
4454,5,"עצב, צער",sadness,"פרופ&#39;רן לא נסע באוטובוס כנראה בעשור האחרון .. בשעות מסויימות אנשים עומדים כמו סרדינים. ותחשב גםמכמה אלפי אנשים ביום נוסעים ברכבת, בצפיפות וללא חיטוי בין הנסיעות"
4457,5,"עצב, צער",sadness, אם או בלי הבידוד אנחנו בקצב של איטליה . מאשר סגר מלא עוד שבועיים עם 350 מתים ואי יכולת לעצור את ההתפשטות.  ולגבי הישראלים עד שלא יגידו עוצר כולם מטיילים בהמוניהם...
4459,0,"ציפייה, הבעת עניין",expectation, אבל מה אחוז הנפטרים מבעלי מחלות הריאה/דם וכו'? . כאשר מדווחים על גילוי מקרי הידבקות - האם מדובר בנשאים או בחולים ?אם מדובר בנשאים מזוהים מה אחוז אלו שבאמת פיתחו סימני מחלה ?
4460,6,"סלידה, אי אמון",disgust," למה לאשפז חולים במצב קל???? . בודקים רק את אלו שחזרו ממדינות מסוימות ויש להם סימפטומים של שפעת.
זה אומר שבפועל מסתובבים ביננינו המון חולים/נשאים שידביקו עוד רבים אחרים.
ניהול כושל של המשבר הזה!"
4462,7,"זעם, כעס",anger,"כי האירופאים ממושמעים והורידו את מספר החולים, בארץ מזלזליםהישראלים מצפצפים על ההנחיות, לא עוטים מסכות, כאילו עושים טובה לממשלה, והתוצאה היא שמספר החולים מזנק מיום ליום לגבהים חדשים. באירופה הצליחו להוריד את מספר החולים ולכן החזירו את הטיסות. חוץ  מזה שישראל עכשיו מוגדרת כמדינה בסיכון אז אין כניסה לישראלים."
4463,6,"סלידה, אי אמון",disgust,"המקום היחיד בישראל זה בתי הכנסת המקום היחידבו יש צעירים ומבוגרים!!! לפתוח את כל המשק בפגישה עם אנשים מבוגרים בסיכון לא להוריד מסיכות!!! מי שבקבוצת סיכון שישימור על עצמו!!!!! תפסיקו להרוס את המשק!!!!!!!!!!!!!!!!!! זכותינו לדעת מי החולים הקשים (קבוצת גיל אזור האם היו מחלות קודמות)  ההסתרה הזו יוצרת אנטי חוסר אמון וזלזלול בהוראות!!!!!!!!!!!!! 
לפתוח תרבות ואירועים במילא האנשים שבקבוצת סיכון לא מהווים חלק עיקרי. אפשר לראות הצגה עם מסיכה. "
4465,3,"חשש, פחד",fear,"ההשלכות הכלכליות של הבידוד מול ההשלכות הכלכליות של המחלה""החשש הוא כי העלות המשקית של ההחלטות הללו תהיה גבוהה, בסופו של דבר הרבה יותר מהעלויות של ההתמודדות עם הטיפול בחולי הקורונה."" ומה עם האנשים שימותו? ומה עם זה שתהיה מחלה כמו שפעם שתסכן את כולנו כשנזדקן או נחלה..הזוי שהם בכלל אומרים דבר כזה..
עלות כלכלית יותר חשובה מחיים של אנשים? הזויייייייייייייייייייייייייי"
4469,5,"עצב, צער",sadness,"אבד האמון ב- נתניהו ..כל יומיים משנים החלטותאין מנהל
אין כיוון
חוסר מקצועיות
אין שם שכל ...זה הכל בלוף אחד גדול בניהול אישי של הנאשם בפלילים "
4472,6,"סלידה, אי אמון",disgust,ישראל כץ מלחך פנכה מקצועי לבוס שלו ביבי. ישראל כץ מלחך פנכה מקצועי לבוס שלו ביבי. 10 שנים כשר תחבורה כושל הספיקו. אפס כמו השכן שלו בני גנץ.
4474,5,"עצב, צער",sadness, ניהול כושל . ממשלה מנותקת שעסוקה רק באיך לקחת עוד לעצמה. הדבר האחרון שמעניין אותה הם האזרחים. אבל העיקר שביבי המלך.
4477,6,"סלידה, אי אמון",disgust,"לא מספיק עמוק הבור התקציבי? שצריך גם להעמיק אותו עוד?ממשלה הזויה, מצבעים מהלכים כלכליים שרק מגדילים את הבור התקציבי בזמן שיש כבר יותר מ 600,000 אנשים ללא עבודה בארץ. 

ממשלה מנותקת מהמצב, מהעם, מהחוק.."
4479,6,"סלידה, אי אמון",disgust," ככה זה כשאף אחד לא לוקח אחריות . ומפילים את האחריות על אחרים. 
איפה שר הבריאות? איפה ראש הממשלה שאחראי על השרים שלו ואמור לפטר שר שלא מתפקד כמו שצריך? 
שר הבריאות מפיל את האחריות על הנוסעים, וראש הממשלה על שר הבריאות. במקום לקחת אחריות. "
4480,5,"עצב, צער",sadness,"אין לנאשם נתניהו מנדט לשלוט, העם מביע בו אי אמון, ערב ערבאין לנאשם נתניהו מנדט לשלוט, העם מביע בו אי אמון, ערב ערב"
4483,6,"סלידה, אי אמון",disgust,רציתם ביבי  קיבלתם!   מיליון שקל מאיתנו ויריקה בפרצוף שלנויש מישהו שעוד לא רואה איזה איש קטן ועלוב יושב במשרד ראש הממשלה??
4485,6,"סלידה, אי אמון",disgust,"הנאשם נתניהו, תכניס את זה טוב טוב לראש, נאשם בפליליםוככה נראית מדינה שמנוהלת על ידי פושע. הציבור לא מאמין ולא מקשיב לו. "
4487,6,"סלידה, אי אמון",disgust,"ביבי כל כך התגאה בכלכלה וביכולת שלו להנהיג ... עכשיו הכל מתפביבי כל כך התגאה בכלכלה וביכולת שלו להנהיג ... עכשיו הכל מתפוצץ לו בפרצוף .
"
4489,6,"סלידה, אי אמון",disgust, ביבי קח את המליונים שאתה מייעד לבניית מעון חלופי . דופק את כולם מצידו שכולם יהיו מתחת לקו העוני העיקר שסימנטוב ישלוט בחיי האזרחים
4491,5,"עצב, צער",sadness," עובד משרד הבריאות . האיש נכשל , עובדה מערכת הבריאות בקריסה מאז שנכנס לתפקיד . להתפטר אתה והשר שלך וראש הממשלה שלך "
4494,6,"סלידה, אי אמון",disgust, הוא יודע שלא יהיה ראש ממשלה חליפי... . נתניהו ..נאשם בפלילים שחי על סקרים מבין .יש משבר אמוןמאסנו באיש שבנה לעצמו מטוס פרטי ב 800.000.000 ודואג חעצמו להטבות מטץס על חשבון הציבור המובטל
4496,3,"חשש, פחד",fear,"אנשי האוצר מגינים עלינו מפני הבזבזנות של בממשלההשאלה האמיתית היא מהייכן הכסף שביבי רוצה לחלק ?<br/>המשק מושבת ! גבית המיסים ירדה בעשרות אחוזים. הוצאות הממשלה גדלו בעשרות אחוזים, מליון מובטלים .  ממשלה מנופחת ובזבזנית.  כלכלת בחירות בדרך,   ועדיין נשאלת השאלה מהייכן יגיע הכסף שהממשלה הבזבזנית רוצה לחלק לאנשים."
4499,7,"זעם, כעס",anger,"נטו כישלון דיי שילך הבייתהמה ציפתם כישלון שנמשך כבר 5 שנים למה שפתאום יצליח
גנץ, תתעורר תקים ממשלה ותשלך את אוסף האפסים והמושחתים האלו לאופוזיציה"
4500,5,"עצב, צער",sadness,אבל ביבי אמר שיש מאות מיליארדים מהגז ואין בעיה של כסףיש מצב שביבי שיקר ורק דאג לטייקונים החברים שלו? לא יכול להיות
4502,6,"סלידה, אי אמון",disgust,נתניהו מכשיל כל פתרון ואת גמזו. בואו להפיל דיקטטור ומנהל אפסנתניהו מכשיל כל פתרון ואת גמזו. בואו להפיל דיקטטור ומנהל אפס
4504,6,"סלידה, אי אמון",disgust,"מלחמה? אה כן מלחמה בבתי המשפט המשטרה והפרקליטותהגזמה מכוונת שמטרתה סילוק האיום על נתניהו
ומי שמתחמק כל הזמן יש לו מה להסתיר"
4506,5,"עצב, צער",sadness," ביבי מפחד מטראמפ אז הוא דופק את כולנו . זה רק יחליש את ההיענות של הציבור. כשראש הממשלה מקבל החלטות פוליטיות במקום החלטות מקצועיות, אנשים יתחילו לזלזל בהנחיות. "
4508,5,"עצב, צער",sadness,"נאשם אחד תוקע מדינה שלמה כבר 25 שנה מאז רצח רבין! איזה טירוףנאשם אחד תוקע מדינה שלמה כבר 25 שנה מאז רצח רבין! איזה טירוף! ומה הכי מטורף? שנתניהו הדביק את כולנו, כשנתן רק לטיסות מארה""ב בשיא ההדבקה להיכנס לארץ. נאשם אחד תקע את כל המערכת, ואי אפשר להשתחרר ממנו, המדינה מתפרקת, ואף אחד לא עושה כלום!"
4510,6,"סלידה, אי אמון",disgust, המחדל הכי גדול של הקרונה- ליצמן . זה שר הבריאות שלכם חלמאים!!! בזה אתם בוחרים כשאתם בוחרים ביבי. ככה זה בכת של הנאשם
4512,6,"סלידה, אי אמון",disgust,"להזכרכם נתניהו ונטו כישלון השאירו אותנו עם בור של 40 מילארדביבי במסע הבריחה מהכלא עם מינוי ""מבריק"" של נטו כישלון שבמשך כול כהונתו עסק בשוחד בחירות וחלוקת כסף סתם פארש ללא מטרה או תוכנית. השאירו אותנו בשנה האחרונה של התקציב (לפני שביבי גרר אותנו ל-3 מערכות בחירות, דבר השצליח לו אין עוררין על כך) עם בור עצום של 40 מליארד ש""ח.
באיזה מצב היינו עם נטו כישלון לא היה זוקר עשרות מליארדים לפח, סתם ככה כי בא לו? עם עוד 40 מליארד ש""ח בקופה. תחשבו על זה עדת מאמיני ביבי האדוקים)"
4514,6,"סלידה, אי אמון",disgust,"אבל ביבי נתן הוראה להתחיל לייצר , שוב הפקידים המזויינים שמפראבל ביבי נתן הוראה להתחיל לייצר , שוב הפקידים המזויינים שמפריעים לביבי לשלוט במדינה...."
4516,6,"סלידה, אי אמון",disgust,האוצרמתי  כחלון   ישחרר   אותנו  שרף  מילירדים  על  נטו   כחלון   במדינה   מתוכנת  היה   עומד   לדין
4518,6,"סלידה, אי אמון",disgust,שחכתם את הגרעון שכחלון עשה ?הוא הרס את הכלכלה .תלה שלטים בעשרות אלפי שקלים ברחבי המדינה .מתי יחקרו את התנהלותו הקלוקלת .הוא קלקלן
4520,6,"סלידה, אי אמון",disgust,"עוד שופר של משטר הטייקונים וראש ממשלה נאשם, המשך..תומך נבחרת תומכי נאשם כאשר העם מוזן חדשות לבקרים שהכול דבש, אבל,  בריאות, חינוך, תחבורה, עלות דיור, יוקר המחיה ועוד שוקעים מטה יום יום.
והמלך שלנו מתעתע ומזעזע את מערכת הכיפת החוק ומערכת המשפט.
לא רק הנאשם אשם אלא כול תומכיו אשמים לא פחות ממנו!!!!"
4522,6,"סלידה, אי אמון",disgust," פרטית או ציבורית? אדוני משרד הבריאות??? . ביבי הנוכל הגדול בורח ממשפט
אתם משעממים אותו הבנתם
הוא לא סופר אתכם הבנתם
תמשיכו להצביע לו יא דפוקים
"
4524,6,"סלידה, אי אמון",disgust,"הממשלה הגרועה בתולדות המדינההחלטות קפריזיות, התרפוסת כלפי מי ש""אסור"" להרגיז. חוסר מנהיגות זיגזג החלטות תמוהות באישון לילה, חוסר הגיון מלבד ה""שכל הישר"" של המואשם בפלילים.
"
4526,6,"סלידה, אי אמון",disgust,"המדינה מנוהלת ע&quot;י נאשם בשוחד: שוחד בחירות זו המומחיות שלוהוא גם נאשם במרמה והפרת אמונים, אז בבקשה אל תתפלאו על זה שהוא מרמה אתכם פעם אחר פעם ומועל באמונכם.
הכתובת הרי כתובה על הקיר."
4528,3,"חשש, פחד",fear,הממשלה הזאת עשקה את הציבור לטובת הטייקונים כך שאין אפשרותהממשלה הזאת עשקה את הציבור לטובת הטייקונים כך שאין אפשרות לחסוך מרוב הדאגדה לטייקונים בחסות הממשלה עשקו את הציבור והם גורם מספר 1 ליוקר המחייה.
4531,6,"סלידה, אי אמון",disgust,קשקושאיך זה שנתניהו אשם בשחיתות בצבא ואילו כל הדגנרלים שמפגינים נגדו (כולל גנץ ואשכנזי שמעודדים אותם) ואשר ניהלו את הצבא לא אשמים?
4533,3,"חשש, פחד",fear,"ראש הממשלה הראשון בעולם שמחריב מדינה בצורה פעילה ומכוונתהכל לטובתו האישית. לא מעניינים האזרחים, לא מעניינת המדינה, לא הכלכלה ולא כלום.
מה שמעניין אותו הוא אך ורק הוא אישית והבריחה ממשפט. "
4537,6,"סלידה, אי אמון",disgust,היחידי שאחראי לכישלון הוא היחיד שקיבל את כל ההחלטות-ביבי ורק תמונתו לא הוצגה והוא זה שסירב לבזר ולהתחלק באחריות לניהול המשבר.                      מנהל יחיד אחראי לכישלון-ביבי. 
4539,6,"סלידה, אי אמון",disgust, קורונה .העיקר שלא מדברים על הקיסר המושחת . ב17.03  יעמוד הנאשם ביבוש בו ציון נתניהו להקראת כתב האישום בשוחד  מרמה והפרת אמונים וילך לפח הזבל של ההסטוריה.
4540,6,"סלידה, אי אמון",disgust,"הוא אשם כי בגללו אף צד לא הצליח להקים ממשלה! רואה את הדבשת?
וכי הוא הפר את הבטחת הבחירות שלו לבוחריו ללכת לממשלה עם ביבי.

אשם!!"
4542,6,"סלידה, אי אמון",disgust," החלטה לא שפויה של שר לא שפוי . איך דרעי פושע מורשע עדיין שר בממשלת ישראל,?כל אדם שהיה שודד חצי ממה שהוא שדד עד היום היה יושב בכלא! אבל במדינת המאפיה הוא שר! וראש הממשלה  ביבי מואשם ב3 תיקים,קוזה נוסטרה!"
4544,6,"סלידה, אי אמון",disgust,למה נותנים במה לפח אשפה הזה שר אוצר הכושל בתולדותמדינת ישראל . עוף כבר אתה וכל חבורת המושחתים כולל<br/>ראש ארגון הפשע הנאשם בפלילים מבלפור.
