,motion_id,emotion,emotion_en,talkbacks
14388,1,פחד,fear,אני מרגיש חסר דאגות במיוחד יש לי פיצה הוואית עוף עם רוטב מנגל עוף אננס ובצל
14389,3,אהבה,love,אני מרגיש שאתה רואה שתמיד קיימת האפשרות שמישהו עלול לצחוק או להרגיש גועל וגם לה קל יותר להביע את רגשותיה לגבי סיפור ולא לגבי החבר שלה
14390,1,פחד,fear,אני לא יכול לדבר בשם אחרים אבל כל מה שאני יודע זה שאני מרגיש שאני הגרסה הכי יפה של עצמי כשאני יוצא מהסטארבקס שלי עם כוס החג האדומה שלי ביד
14391,0,כעס,anger,יכולתי להרגיש את עצמי נע לאט יותר ובאופן כללי יותר רדום מהרכיבה האחרונה שלנו באותו שביל
14392,5,הפתעה,surprise,אני מתרשם לדבר עם הילדים הגדולים שלי על החזון שלי עבור המשפחה שלנו ולגייס את עזרתם בהגשמתו
14393,4,עצב,sadness,אני תוהה אם היא יכולה להרים את הלחץ שאני מרגישה כשאני מנסה להאכיל אותה ומפחדת להינשך כי היא לא מאכילה הרבה
14394,1,פחד,fear,עדיין הרגשתי שההשפעות של סקס מרתון ג'ולי נראות מדהימות
14395,1,פחד,fear,אני מרגיש בטוח שהשקעתי זמן ועשיתי כל מה שאפשר כדי לנצח אבל ההחלטה הזו לא בידיי
14396,0,כעס,anger,אני מרגיש אומלל ברצינות
14397,0,כעס,anger,אני מרגיש כל כך מושפל כי בזמן שביליתי את ימי החופש שלי בתכנון חתונה יפה הוא התקשר לשלוח הודעות טקסט להוציא איזו בחורה אחרת ולזיין אותה
14398,3,אהבה,love,אני אוהב לנוע עם זמן אספקה ארוך ולא להרגיש ממהר
14399,1,פחד,fear,הלכתי אליו היה לראות את ג'רייז חזרה אולי פשוט לא התחשק לי לצאת אבל ג'ני שכנעה אותי ללכת הפעם מגבר אחרי כמה שכנועים החלטתי ללכת חחח
14400,2,שמחה,joy,הבנתי עכשיו שחייתי כל החיים שלי לאהוב מישהו שעכשיו אני הכי שונא בגלל שכולם השתנו כולם נהיו אנשים מאוד קשוחים אחרי שהתרגלתי להרגיש את המגע העדין שלהם בחיי
14401,0,כעס,anger,אני מרגיש פתטי ושאני לא צריך לגרום לעצמי להרגיש ככה
14402,0,כעס,anger,אני מרגיש חסר תקווה כי אני יודע שאני לא יכול לשלוט ברצון של אנשים אחרים לרצות להכיר אותי כמו שנשמתי בוערת להכיר אותם
14403,0,כעס,anger,אני מרגיש היום סנטימנטלי בצורה מוזרה
14404,1,פחד,fear,אני מרגיש מרענן ועליז
14405,4,עצב,sadness,הרגשתי אי שקט כשנכנסתי למטבח כדי לבשל את הפינוק המתוק הפריך הזה
14406,1,פחד,fear,אני מרגיש מאוד גאה בהישגי הבנות שלי הבוקר
14407,4,עצב,sadness,"אני בדרך כלל טוב יותר בהימנעות מהמוצרים היקרים ארוזים מראש כשאני הולך ל-waitrose, אבל עדיין הרגשתי קצת מזועזעת מבעיות החניה אז קניתי כמה חתיכות נוספות כדי להרגיע את העצבים שלי"
14408,3,אהבה,love,הרגשתי כל כך מרושע שהעליתי את זה וראיתי את הכאב בפניו
14409,2,שמחה,joy,אני אחשוב על משהו אחר ארגיש נלהב מזה ואז גם זה ייפסק
14410,4,עצב,sadness,לפני קבלת תוצאות של מבחן בבית הספר
14411,3,אהבה,love,אני מרגיש כמו זקן עצבני שאומר את זה אבל ככה זה הולך
14412,1,פחד,fear,"עם זאת, לא עשיתי שום פעילות גופנית ודבקתי בזה פשוט לשבת אבל אני מרגיש שאני רק צריך כמה מחשבות תומכות"
14413,0,כעס,anger,"פעם הרגשתי מבודד מאוד בצפון הרחוק של סקוטלנד, אבל ככל שהמדיה החברתית והאינטרנט הופכים ליותר ויותר, כל הקישורים לאחרים הופכים לקלים יותר והסיכוי להיות חלק מדיון חי ולהשתתף בוויכוח ובשינויים רלוונטיים ומתקדמים בזמן שהם קורים מדהים"
14414,1,פחד,fear,אני מרגיש חופשי ממש טוב יותר a href http
14415,2,שמחה,joy,אני מרגיש כל כך חזק לספר לאהוביי
14416,1,פחד,fear,הרגשתי לעשות הכל כדאי שהיא אהבה על אבא שלה והיא נתנה לו להאכיל את ארוחת הבוקר שלה היא התכרבלה על הכיסא עם ספנסר ושיחקה איתו היא הולכת יותר והיא רשמית הייתה בזרועות סבא וסבתא שלה עם חיוך על פניה
14417,4,עצב,sadness,אני שונאת לשאול את עצמי למה אני מרגישה כל כך מסוייגת כשהוא מנסה לנשק אותי
14418,0,כעס,anger,התמזל מזלי להרגיש את הכאב והסבל שעברת
14419,1,פחד,fear,אני כבר לא חובב שימר אני מתכוון שאני אוהב שימר עדין אבל זה סוג של שימר מפחיד שבו אני מרגיש שהעיניים שלי סופר ברורות ומפחידות למראה
14420,0,כעס,anger,אני יודע שאני מרגיש מיואש וציני
14421,1,פחד,fear,אני מרגישה נחושה אפילו יותר ללמוד על בדיקות שד עצמיות ולבצע את הבדיקות השנתיות שלך הן יכולות ויצילו את חייך
14422,1,פחד,fear,"יש לי הרגשה שהילדה הזו בוכה על כל דבר, החל מ-holyoaks לתמונה של גור חמוד"
14423,1,פחד,fear,אני מרגיש בסדר אני מרגיש יותר עקבי עם הלידה שלי זורקת יותר מכות ליריאנו
14424,1,פחד,fear,אני מרגיש כל כך בר מזל שאני יכול להרגיש אותם
14425,1,פחד,fear,אני בהחלט אכתוב יותר על המעבר בזמן שאני עובר אותו אבל כרגע אני מרגיש די חיובי
14426,1,פחד,fear,אני עדיין חושב שהיא חסרת רגישות לרגשות שלי אבל אני פשוט שמח שאני לא על הנעליים שלה
14427,1,פחד,fear,"עשיתי טיסת סולו מארדמור לקאיקוהה לפני שקיבלתי את רישיון הטייס שלי, אני זוכר שזה היה יום נפלא והייתי בשיא טבעי"
14428,2,שמחה,joy,אני עושה עכשיו בהשוואה לפני שנים זה שאני כבר לא מרגיש שאני צריך להתקבל על ידי אחרים רק אלה שחשובים לי
14429,0,כעס,anger,אני מרגישה נורא ובסופו של דבר עוברת את כל הניתוח המסויט הזה והרגשה טובה הייתה ממש מעבר לפינה
14430,3,אהבה,love,אני כל הזמן מרגיש ששוקרים להם ועושים להם עוול אני אוהב את האנשים האלה עד מוות
14431,1,פחד,fear,אני מרגיש שיש אפשרות שהצהרות כאלה הופכות את התמיכה באינטרסים שלנו לבעייתיים יותר
14432,0,כעס,anger,אני מוצא נחמה ביופיים של דברים קטנים אבל לפעמים זה פשוט לא מספיק ואני מרגיש טיפש לנסות
14433,1,פחד,fear,אני מרגיש שהצלחתי במידה מסוימת שלא להציץ בו במהלך השירות כל הזמן
14434,2,שמחה,joy,אני יכול להציע לך שמרגיש אותך אוהב
14435,0,כעס,anger,אני מניח שזה די נורמלי להרגיש נידון כשהחיים כולם חרא סביבך
14436,1,פחד,fear,אני מרגיש הכי השראה כשאני חווה איזושהי מצב מוגבר
14437,0,כעס,anger,אני מרגיש שנגזר עליי לחזור בלי סוף כל חיי
14438,1,פחד,fear,אני לא מרגיש כל כך שמח או אסיר תודה היום
14439,0,כעס,anger,יש לי את חבורת החברים האלה אני אסיר תודה על החברים לקבוצה והחברים לקבוצה אבל יש עוד חבורה של אנשים שם בחוץ שגרמה לי להרגיש כל כך חסרת ערך כי כל מה שאני מנסה לעשות איתם זה נראה כל כך מאולץ שנראה כאילו אני מכריח את שלי מילים עליהם ועל כל השאר
14440,3,אהבה,love,"אני מתכוון לגרום להם לפתח רגשות אחד כלפי השני אם כי ריקו עקשן לגבי זה, בניגוד לספר פתוח בגלל בעיות עלילה"
14441,4,עצב,sadness,אני מרגיש שאני שוקע ואני מרגיש חסר אונים וזה גורם לי לתסכול עוד יותר
14442,5,הפתעה,surprise,אני צריך להילחם מלהרגיש המום מכל זה
14443,0,כעס,anger,אני מרגיש מדוכא או אפילו קצר מזג בחלק מהימים
14444,0,כעס,anger,אני מרגיש כל כך חסר תועלת וטיפש
14445,0,כעס,anger,אני מרגישה מאוד מושפלת אבל גם דלוקת עוד יותר
14446,0,כעס,anger,אני תמיד מרגיש משהו ריק
14447,1,פחד,fear,אני יכול להרגיש את החול הקריר על הגב שלי
14448,4,עצב,sadness,אני מרגיש כלפיו אף פעם לא באמת אמרתי לו יותר מדי מניח שפחדתי אבל אין לי מה להפסיד עכשיו
14449,0,כעס,anger,אני מרגיש עצוב היום כאילו אני מבולבל באופן לגיטימי
14450,2,שמחה,joy,אני באמת לא מרגיש כל כך נלהב לגבי זה
14451,1,פחד,fear,חיכיתי להחזיק את הבן היקר שלי בידיים שלי לא הספקתי להרגיש את העור המתוק שלו נגד שלי אחרי הלידה שלו לא יכולתי לשפשף את שיערו הרך או להסתכל בעיניו היפות אבל לאלוהים הייתה תוכנית
14452,0,כעס,anger,אני מרגיש שאני סובל מכמה גורמים הקשורים לכך שבטיפול באקנה פחות סיכוי להסיר צלקות שנותרו מאחור על ידי הוכחת הדיאטה והתמצית שלך
14453,0,כעס,anger,הייתי הומו שהתחלתי להרגיש מוטרד ומבוכה
14454,1,פחד,fear,אני מרגיש כאילו הייתי בזה ביחד ואני שמח על זה
14455,3,אהבה,love,אני מרגיש מוסחת כשאנשים חושבים שהגזמתי
14456,5,הפתעה,surprise,אני מרגיש סקרן לגבי הנושא
14457,3,אהבה,love,כאשר רופאים זוטרים חזרו לעבודה לאחר שכיבסו אותם
14458,0,כעס,anger,"אני מתבונן באיש השלג, אני כבר מרגיש את עצמי מתחיל לבכות"
14459,2,שמחה,joy,אני זוכרת שתמיד היינו טופחים לי על הראש אההה אני מרגישה כמו גור והבחור האחר הזה שחיבב אותי קצת גם טפח לי על הראש אז אני מניח שזה סימן טוב שהארי מחבב אותי אם הוא ילטף לי את הראש אולי הוא חושב השיער שלי רך אנחה
14460,2,שמחה,joy,אני לא ישמח לקחת את כספו בכל פעם שהוא מרגיש נדיב מספיק כדי להיפרד ממנו
14461,2,שמחה,joy,אני מציג כאן כמה שהצלחנו למצוא שבאמת מנקים את השיער שלך באמת מותירים לו תחושה נפלאה וממש ממש לא יגרמו לעור שלך
14462,2,שמחה,joy,לא ידעתי מה זה אבל אז הלכתי הביתה להתנסות מאוחר יותר כדי שארגיש מקובל אבל בזמן שהתנסיתי למדתי תחושה חדשה את תחושת החמדנות
14463,4,עצב,sadness,אני מפחד לקבל קול ואני רק אורח
14464,2,שמחה,joy,הבנתי מה אני מתלהב מלעזור לנשים להרגיש מקובלות ומוערכות
14465,1,פחד,fear,אני בטוח שיהיו הרבה תקופות עצבניות קדימה אבל היום אני מרגיש מאוד מלא תקווה ואני הולך ליהנות מהתחושה כל עוד היא נמשכת
14466,0,כעס,anger,אני צריך להפסיק להרגיש כל כך מחורבן עם עצמי
14467,5,הפתעה,surprise,אני מכיר את המחזאי רוברט ריד מבחינה חברתית ואני מרגיש קצת מוזר להיות כל כך ביקורתי כלפי עבודה של מישהו שאני די חבר איתו
14468,0,כעס,anger,אני מרגיש קודר ומדוכא שום דבר לא מחושב יותר להטיל עלינו ענן מאשר יום גשום
14469,0,כעס,anger,אני מרגיש מזויף hellip bca אדם אמיתי יכול להרגיש רגש אמיתי וזה משהו שאני לא יכול לעשות
14470,1,פחד,fear,אני מרגיש שזה חיוני לשמור את הרשימה הזו פעילה מתישהו
14471,0,כעס,anger,אני סולח לעצמי על שקיבלתי והרשיתי לעצמי להרגיש מושפל ודחוי בגלל שמישהו נבחר עליי
14472,4,עצב,sadness,אני לא יכול שלא להרגיש קצת נסער
14473,1,פחד,fear,אני מסיים את השיעור שלי למרות שמחתי מאוד שזה נגמר אני מרגיש טוב אני מרגיש שזה היה שווה את זה
14474,1,פחד,fear,אני מרגישה מאוד אנרגטית לבשל משהו מאוד מיוחד אני מחליטה להכין לפחות מנה אחת עם posto ובימים האחרים כשאני פשוט לא נשארת במצב רוח של בישול בכלל אני שוב מחפשת את posto
14475,0,כעס,anger,עדיין הרגשתי מוטרד
14476,0,כעס,anger,אני פשוט מרגיש טיפש שלא הבנתי מה קורה מוקדם יותר
14477,1,פחד,fear,אני מרגיש סוג של חיבור כנה לכל מי שאני מדבר איתו בזמן שאני עובד
14478,3,אהבה,love,אני מכירה אמא שתסתכל פעם אחת בפרופיל הפייסבוק שלי ותרגיש מקנאה בכל הכיף שנראה לי שאני מבלה עם החברים שלי את המצב חסר הדאגות שהחיים שלי נמצאים בו אני אחראי רק עליי ויכול להרים בכל הזמן ולצאת לסוף שבוע
14479,0,כעס,anger,אני פשוט מרגיש עייף
14480,1,פחד,fear,התעוררתי וחושבת אוטומטית גם בפורטוגזית לאחרונה וזה מרגיש פנטסטי
14481,1,פחד,fear,אני מרגיש מקובל היטב כולנו יודעים שיש כמה חריגים לכלל וכאילו אני שייך
14482,1,פחד,fear,אני מרגיש אמנותי a href http boredwithquinn
14483,4,עצב,sadness,אני מרגיש פחות מאוים מהעולם
14484,4,עצב,sadness,כמעט התחלתי להרגיש קמצנית מהסרטים המצוירים של פופאי
14485,4,עצב,sadness,אני אפילו לא יכול להסביר כמה זה קשה לקרוע את עצמך ממשהו שאתה גם אוהב וגם מרגיש בספק
14486,1,פחד,fear,אני מאוד נלהב שעברתי את קו הסיום הננו הרומן שלי רחוק מלהסתיים אבל אני מרגיש אופטימי
14487,1,פחד,fear,אני מרגיש די נלהב לגבי זה לעזור לאנשים
14488,1,פחד,fear,אני מרגיש מאוד מוערך על ידי המטופלים שלי
14489,4,עצב,sadness,אני מרגיש מפחד כשאבי פותח פתאום דלת
14490,0,כעס,anger,אני מרגיש עצוב כי לוי בהחלט לא רוצה לרוץ במירוץ נגד בני גילו הטיפוסיים כי אין סיכוי לעזאזל לנצח
14491,0,כעס,anger,אני מרגיש שמנצלים את העובדה הזו לרעה
14492,0,כעס,anger,אני לא מרגיש נורא מספיק כדי להתקשר אליהם כי אני מותש
14493,1,פחד,fear,אמרתי שאני מנצח ולא מרגיש יותר מדי יצירתי אבל זה היה יום גיהנום
14494,3,אהבה,love,גיליתי שלמישהי שהכרתי מישהו אחר עשה לה מבחנים
14495,2,שמחה,joy,הייתי עירום לגמרי והרגשתי חרמן
14496,1,פחד,fear,אני מרגיש שהוא סרט כמעט ללא רבב
14497,3,אהבה,love,אני מרגיש שהלב שלנו צועד על טריטוריה מסוכנת
14498,1,פחד,fear,אני בדרך כלל משתמש רק בנעלי התרגול למסיבה כשאני מרגיש יותר סתמי לגבי זה
14499,0,כעס,anger,"אני מרגישה כל כך חסרת תודה על הדברים שהוא עושה עבורי באופן קבוע, כי אני חוטאת מדי יום בחיי היומיום"
14500,2,שמחה,joy,"הצלחתי גם לקבוע פגישה עם האוסטיאופת, וזה מדהים כי זה מרגיש כאילו אני דואג לסלע בבטן"
14501,1,פחד,fear,אני כל כך עייף וכבד כל הזמן זו תחושה מוכרת אם כי לא נעימה
14502,0,כעס,anger,אני כל הזמן מוצא את כל האנשים האלה שגורמים לי להרגיש כל כך נורא לגבי החיים
14503,2,שמחה,joy,אני מתכוון שאנשים דנים בדברים שהם מרגישים נלהבים לגביהם
14504,0,כעס,anger,אני אמור להיות חזק כשאני מרגיש כל כך מעוכב
14505,2,שמחה,joy,אני לא ממש מרגיש את זה עד כה למרות שאני חושב שאהבתי את הסרט יותר
14506,4,עצב,sadness,אני כל כך עצבני בגלל זה כי אני יודע שאתה שונא את זה ומנסה כל הזמן לתפוס הצצה של הטלוויזיה בחלון ולהאזין לה
14507,3,אהבה,love,אני נורא לבטא את הרגשות שלי באופן מילולי במיוחד לפעמים אני אפילו לא יכול לזכור מקרים רק שכעסתי על משהו
14508,0,כעס,anger,אני בהחלט מקווה שנעשה כפי שאני מרגיש מאוד מבודד בלי שום מגע עם הבית
14509,0,כעס,anger,אני עושה טעות אני מתכווץ מרגיש אידיוטי ומתמלא בתיעוב עצמי
14510,0,כעס,anger,"אני מרגיש כמו זיוף, הונאה, צבוע"
14511,0,כעס,anger,אני שונא אותך על שגרמת לי להרגיש לא חשוב
14512,0,כעס,anger,בהחלט ראיתי והרגשתי הרבה ברכות מאבא שבשמיים במיוחד בימים שבהם הדברים מרגישים קודרים ובודדים בזמן שמייק לא עובד קשה למען עתידנו
14513,0,כעס,anger,אני מרגיש כל כך מזויף
14514,0,כעס,anger,אני באיטליה ואני מרגיש חסר תועלת ככל שיכולתי להרגיש שאני צריך להעסיק את הזמן שלי כדי לא להשתגע
14515,3,אהבה,love,אני מרגיש כאילו הם גסים מלכתחילה וכל עוד אתה לא עצבני לגבי זה יש לך הזכות המלאה לבקש ממנו לא לגעת בך
14516,0,כעס,anger,ישנתי טוב תאמינו או לא אבל בכל זאת התעוררתי בהרגשה עצובה ולא מסודרת
14517,1,פחד,fear,אני לא מרגיש כל כך טוב עכשיו אז חולה לכתוב ביום אחר
14518,1,פחד,fear,אני מרגיש הרפתקני אז חולה בהחלט ללכת לבקר כמה מאזורי ביצות באיו וליהנות מעצי הברושים היפים וחיות הבר
14519,0,כעס,anger,אני מרגיש קצת אבוד היום
14520,0,כעס,anger,אני מרגיש כל כך געגועים הביתה
14521,4,עצב,sadness,כרגע אני מרגיש כמו חרא אבל צריך לפחות להראות את הפנים שלי בעבודה כדי שלא יחשדו כשצלצלתי חולה למחרת החגים שלי
14522,4,עצב,sadness,אני מרגיש מעונה כל כך הרבה
14523,1,פחד,fear,אני מתאר את זה זה כל כך נפלא שאני יכול לעצום את עיניי ולזכור את התחושה הקרירה בפה שלי עם קרמיות עשירה אך קלילות
14524,1,פחד,fear,אני מרגיש שהגיע הזמן להצלה ללא חת מכל מי שהפך אותך למאסטר
14525,3,אהבה,love,"אני מרגיש מאוד כועס, סוג של עצוב עייף ומשועמם היום"
14526,1,פחד,fear,אני מרגיש מלא תקווה ואסיר תודה
14527,2,שמחה,joy,אני טוב במשהו שאני נלהב לגביו וכל שאר הסטודנטים שמסיימים השנה נמצאים באותה סירה מה שקורה אחרי
14528,1,פחד,fear,אני תמיד מפחד אבל בסופו של דבר עוזב בהרגשה חיובית
14529,1,פחד,fear,אני רואה אישה יושבת לבד ליד שולחן בסטארבקס או במסעדה אם אני מרגישה שובבה ולא מצליחה להמציא תצפית או משהו להגיד שזה מבוסס על הרגע שבו אני פשוט אשב ואומר
14530,0,כעס,anger,דיברתי הרבה על זה לעצמי כי טוב אני מרגיש מאוד לא מרוצה איפה שאני נמצא בחיים
14531,0,כעס,anger,הרגשתי די מאוכזב בעצם ובשתיקה ייחלתי שאלו עדיין לא סלולים עכשיו
14532,1,פחד,fear,התעוררתי בהרגשה נהדרת ואני בטוח שחצי מזה נובע מהעובדה שאני חולה לסיים את לימודי התואר הראשון בעוד כשבועות
14533,1,פחד,fear,התחלתי להרגיש שהעבודה הזו שווה
14534,3,אהבה,love,אני יכול לכתוב כמה שיותר ערכים מבחינה אנושית ביום אחד ועדיין מרגיש לא מרוצה מזה שאני כותב כל מה שרציתי לעובדה שאני מתלונן כל הזמן על שאני בודד
14535,0,כעס,anger,אני מרגיש רע לרשום את הסרטים כי אני כל כך אוהב אותם
14536,0,כעס,anger,"יש לי תלושי כרטיסים חוזרים כל הדרך חזרה ומדי פעם כשאני מרגיש די סנטימנטלי, אני פותח את הקופסה ועובר על תלושי הכרטיסים שלי כדי שהם יזכירו לי את כל התקופות הטובות שהיו לי באצטדיונים ברחבי מדינה"
14537,0,כעס,anger,אני מרגיש ממש עמוס מהאתגר של היום הזה
14538,0,כעס,anger,אני מרגישה שאני לא מרוצה שחסר לי יותר מדי מהתינוק או כל דבר אחר שאפסיק
14539,0,כעס,anger,אני מרגיש קודר וממוטט
14540,4,עצב,sadness,אני כרגע אבל אני אפילו לא יכול לעשות את זה עכשיו בלי להרגיש חוסר החלטיות וקשור לבית הספר ולכתיבה ולמשימות
14541,0,כעס,anger,אני קורא להאזין למוזיקה עושה דברים שונים אחרים אבל אני מרגיש לא מרוצה עם עצמי
14542,1,פחד,fear,הרגשתי הרפתקני ולא ממש בגילי
14543,0,כעס,anger,נמאס לי להיות עייף ולהרגיש מוכה
14544,0,כעס,anger,אני יודע שלקן יש את זה אבל אני מרגיש ממש לא מספיק מה אני עושה לא בסדר
14545,4,עצב,sadness,אני מרגיש חוסר רצון פשוט להשאיר אותה לבד ככה בלי לעזור לה מספיק כדי להחזיר לי את הטוב שלה
14546,0,כעס,anger,אני מרגיש כאילו שברתי את המטוס אם הוא שם אז אני לא יודע ולהשתמש באמונה שלי כדי לאחל לו ללכת
14547,4,עצב,sadness,אני מרגישה שיכולתי לחשוש לגמרי בלי שום סיבה
14548,0,כעס,anger,אני מרגיש שאני צריך לשלם אגרה על הלב השבור שלי
14549,1,פחד,fear,יש לי הרגשה שיילין תהיה מושלמת
14550,0,כעס,anger,לפעמים אני מרגיש כל כך חסר תועלת וחסר ערך לאישה כל כך מפוארת בחיי
14551,0,כעס,anger,באמת חשבתי שאני בסדר עם איך שהדברים מתנהלים אבל הנה אני משום מקום בוכה ומרגיש ריק ומצטער על עצמי בושה לי
14552,0,כעס,anger,אני נאבק עם הרגשת מגבר נמוך כל כך נסער
14553,4,עצב,sadness,"אני מניח שבהיותו החבר הטוב שהוא, הוא לא יכול ולא יאפשר לי להמשיך בחיים בתחושת מצוקה ומבולבלת"
14554,4,עצב,sadness,אני לא פולט את הייאוש שלי בכל המצבים האלה שכבר מרגישים לי לא בטוחים
14555,3,אהבה,love,אני שואל על תיק ביטול אשתו הוא מרגיש כל כך עצבני והמשיך להגיד לי שזה בתהליך
14556,4,עצב,sadness,אני מנסה להיות אינטואיטיבי לעתים קרובות רק גורם לי להרגיש מבולבל ובחילה
14557,4,עצב,sadness,"חזרתי עם עוד סקירת טיפוח ובכן, למעשה אני מרגיש חוסר רצון לעשות סקירה על קרם ג'ל לתיקון sectret key snail egf כי אפילו הפסקתי להשתמש בו חזרתי לצנצנת השנייה שלי של a href http sparkleapple"
14558,1,פחד,fear,אני צריך להרגיש שאנשים יכולים לאהוב כי בגלל שאני לא משוכנע שאני מאמין שלאנשים יש את היכולת הזו
14559,3,אהבה,love,לא הצלחתי לנער את ההרגשה המביכה והבלתי רגילה הזו אני מרגיש עצבני ומרווח כל הזמן מרגיש כאילו התגברתי כמו המחשב שלי
14560,0,כעס,anger,אני מרגיש כל כך חסר תקווה כי אני לא מצליח ואני ממש מפחד
14561,3,אהבה,love,אני לא יודע מה איתכם אבל ההרגשה הזו של חוסר אונים של חוסר שליטה גורמת לי להתחרטות מטורפת עבור האגן דאז
14562,1,פחד,fear,אני מרגיש כבוד להיות בצוות עם ג'ים שפגשתי לראשונה לפני כעשר שנים
14563,3,אהבה,love,אני מרגיש פחות שנאה לפאנדום
14564,0,כעס,anger,יש לי רעיון טוב לפוסט אבל אני מרגיש נמוך מכדי לכתוב אותו
14565,1,פחד,fear,אני חושב על החופש שלי ועל לא צריך לתכנן תוכניות עבור אדם אחר כל הזמן אני מרגיש מרוצה
14566,2,שמחה,joy,אני רואה שהצהרות מרוכזות בעצמי עליך ועל הרגשות שלך ואת מחפשת אוזן קשבת מכל מי שיקשיב
14567,1,פחד,fear,הרגשתי די עצבני
14568,1,פחד,fear,אני ספונטנית מעלה מנגינה חדשה או כשאני לוקח סולו ומרגיש את עצמי בתוך הזרימה היצירתית הזו פשוט הולך על זה בלי לדעת מה אני הולך לנגן אחר כך ולהפתיע את עצמי הוא עונה ללא עוררין
14569,0,כעס,anger,לאחר מכן שאלתי כפי שאני עושה לעתים קרובות במצבים האלה איך אני יכול לתקן את זה כדי שהיא לא תרגיש שאני שונא אותה בגלל חוסר הפרסומים שלי בדף הפייסבוק שלה
14570,0,כעס,anger,סטרתי לו כי הרגשות מטומטמים
14571,1,פחד,fear,אני חושב שתחושת הפופ-ארט הגחמנית של המקום מושכת את הרגישויות האמנותיות שלי
14572,0,כעס,anger,אני מרגיש לא רצוי או לא בנוח הו חוץ מהפעם ההיא שלפתי את ידית הדלת מהדלת הקרובה ביותר
14573,0,כעס,anger,אני אישית לא מצליח אני מרגיש רדום בלי אנרגיה ועם
14574,3,אהבה,love,העליתי לפני כמה שבועות באופן פרטי שהרגשתי ממוקד לאחר שהרגשתי מתוסכל ומזלזל
14575,0,כעס,anger,אני עדיין מרגיש שמגיע לי להיענש על דברים שהייתי סולחת עליהם מיד מזרים
14576,0,כעס,anger,אני מרגיש כל כך טיפש ומתבייש
14577,3,אהבה,love,נהמתי עליה התחלתי להרגיש מאוד עצבני עליה
14578,3,אהבה,love,אני מסתובב בתחושת עצבני על העולם לאחרונה
14579,1,פחד,fear,אני מרגישה מאוד תקווה שאוכל להיכנס להריון בקרוב ואני באמת לא יכולה לחכות ליום הזה
14580,3,אהבה,love,בניתי עם אנג'י אני מרגישה נבגדת מאוד וכועסת מאוד
14581,0,כעס,anger,אני מרגיש כל מיני סוגים של מלוכלך ולא טוב src מלוכלך http nevercontrary
14582,4,עצב,sadness,אני מרגיש מוזר
14583,3,אהבה,love,לקחתי כדי לעצור את הדימום במעיים שלי גרם לי להרגיש הרבה יותר עצבני ואלים מהרגיל
14584,4,עצב,sadness,אני מרגיש שרעידת האדמה טלטלה גם את יסודות חיי ועבודתי
14585,0,כעס,anger,"אני מרגיש שאפשר היה להשאיר אותם בחוץ לגמרי, הם משמיעים קצת קידום ריק וברכה עצמית, אבל ברגע שמוצאים את הבשר האמיתי של המידע, המידע היקר שלו אכן"
14586,3,אהבה,love,אני עושה משהו שגורם לך להרגיש מוטרד
14587,1,פחד,fear,אני אוהב את החיבוקים שלך הם גורמים לי להרגיש בטוח ומוגן
14588,0,כעס,anger,אני צריך לדעת שהכאב שאני מרגיש אינו לשווא ושיש יום טוב ובהיר יותר בעתיד שלי
14589,4,עצב,sadness,אני לא יודע אני מרגיש מבולבל
14590,0,כעס,anger,אני יכול להרגיש יותר כנוע
14591,0,כעס,anger,אני מתחיל להרגיש את השרירים שלי כואבים ולפרוץ בזיעה קרה
14592,1,פחד,fear,אני מתפלל להסתכל ליד הטלפון שלי באיזו שעה אני מרגיש שרמות החרדה שלי נעשות גבוהות מדי
14593,5,הפתעה,surprise,אני מרגיש שיכול להיות מדהים אבל כמו אשת הפלא רק לעתים נדירות מטופלים היטב
14594,0,כעס,anger,אני לא ממש יודע למה אני טורח להכין שיעורי בית אבל יש לי הרגשה שזה יהיה לשווא
14595,4,עצב,sadness,ביליתי את השבועות האחרונים בתחושת אי-ודאות אם תרצו
14596,4,עצב,sadness,אני מרגיש תזזיתי כי לא ישנתי
14597,5,הפתעה,surprise,אני מרגישה שהקטנה הזו זזה הרבה עכשיו ואני מופתעת כל הזמן מהבעיטות הקטנות שלו
14598,0,כעס,anger,אני מרגיש כאילו אני מאבד חלק מעצמי עד כדי כך צולע כמו שזה אומר
14599,1,פחד,fear,אני יודע שכאשר היה לי יום מחורבן ולא הרגשתי פרודוקטיבי אני מרגיש עלוב וישנוני בערב
14600,0,כעס,anger,אני מרגיש די רקוב כשג'ייק ממריא במורד הרחוב על הנמייה החמה שלו וירדן פוגע בניסיון לרדוף אחריו כמו יתום היישר מתוך href http en
14601,0,כעס,anger,אני מרגיש הכי לא רצוי
14602,1,פחד,fear,"אני יכול למנוע מסופר אחר להשקיע ארבע שנים כדי להגיע לנקודה של הרגשה שהוא יכול לפרסם את עבודתו ולהתקבל על ידי הקוראים, אני באמת אגשים את המטרה הזו"
14603,1,פחד,fear,אני מאוד נהנה לעשות טאי צ'י עם נשק זה מרגיש זורם ואלגנטי
14604,0,כעס,anger,אין לי מושג למה הרגשתי כל כך רדום אתמול כנראה בגלל שהתייבשתי קצת
14605,4,עצב,sadness,"אני חסן האיש שגורם לי להרגיש ביישן לפרוש וצנוע, זה לא נכון שאין מילה באנגלית ל-schaafenfreude"
14606,4,עצב,sadness,אני לא מתבונן באנשים או מציצן אז אני מרגיש די מוזר כשאני מסתובב ומצלם צילומי רחוב
